Model,Type,Account,Answer,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,155,79,155,0,0,0,=0/155,=0/79,=0/155
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,156,80,156,0,0,0,=0/156,=0/80,=0/156
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,157,81,157,0,0,0,=0/157,=0/81,=0/157
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.0,0,158,82,158,0,0,0,=0/158,=0/82,=0/158
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,159,83,159,0,0,0,=0/159,=0/83,=0/159
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,160,84,160,0,0,0,=0/160,=0/84,=0/160
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,161,85,161,0,0,0,=0/161,=0/85,=0/161
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,162,86,162,0,0,0,=0/162,=0/86,=0/162
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,163,87,163,0,0,0,=0/163,=0/87,=0/163
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,96,43,96,0,0,0,=0/96,=0/43,=0/96
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,165,44,165,0,0,0,=0/165,=0/44,=0/165
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52465.95,0,111,33,111,0,0,0,=0/111,=0/33,=0/111
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52160.19,0,167,34,167,0,0,0,=0/167,=0/34,=0/167
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,82231.5,0,168,35,168,0,0,0,=0/168,=0/35,=0/168
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,164,88,164,0,0,0,=0/164,=0/88,=0/164
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.0,0,170,89,170,0,0,0,=0/170,=0/89,=0/170
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,171,90,171,0,0,0,=0/171,=0/90,=0/171
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,172,91,173,0,0,0,=0/172,=0/91,=0/173
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52157.88,0,169,36,169,0,0,0,=0/169,=0/36,=0/169
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52475.05,0,174,38,176,0,0,0,=0/174,=0/38,=0/176
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52462.73,0,175,39,177,0,0,0,=0/175,=0/39,=0/177
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,52123.96,0,2,37,175,0,0,0,=0/2,=0/37,=0/175
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.05,0,1,46,172,0,0,0,=0/1,=0/46,=0/172
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52169.18,0,176,40,178,0,0,0,=0/176,=0/40,=0/178
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.0,0,173,92,174,0,0,0,=0/173,=0/92,=0/174
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,178,93,182,0,0,0,=0/178,=0/93,=0/182
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,179,94,183,0,0,0,=0/179,=0/94,=0/183
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,180,95,184,0,0,0,=0/180,=0/95,=0/184
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,166,45,166,0,0,0,=0/166,=0/45,=0/166
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.04,0,182,48,186,0,0,0,=0/182,=0/48,=0/186
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,183,49,188,0,0,0,=0/183,=0/49,=0/188
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,184,50,189,0,0,0,=0/184,=0/50,=0/189
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.05,0,185,51,190,0,0,0,=0/185,=0/51,=0/190
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,186,52,191,0,0,0,=0/186,=0/52,=0/191
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.07,0,187,53,192,0,0,0,=0/187,=0/53,=0/192
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.4,0,188,54,193,0,0,0,=0/188,=0/54,=0/193
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.04,0,189,55,194,0,0,0,=0/189,=0/55,=0/194
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,190,56,195,0,0,0,=0/190,=0/56,=0/195
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.02,0,191,57,196,0,0,0,=0/191,=0/57,=0/196
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.07,0,192,58,197,0,0,0,=0/192,=0/58,=0/197
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.02,0,193,59,198,0,0,0,=0/193,=0/59,=0/198
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.04,0,194,60,199,0,0,0,=0/194,=0/60,=0/199
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,195,61,200,0,0,0,=0/195,=0/61,=0/200
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,196,62,201,0,0,0,=0/196,=0/62,=0/201
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,197,63,202,0,0,0,=0/197,=0/63,=0/202
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.21,0,198,64,203,0,0,0,=0/198,=0/64,=0/203
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,199,65,204,0,0,0,=0/199,=0/65,=0/204
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.04,0,200,66,205,0,0,0,=0/200,=0/66,=0/205
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,5,97,187,0,0,0,=0/5,=0/97,=0/187
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,6,98,207,0,0,0,=0/6,=0/98,=0/207
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,7,99,208,0,0,0,=0/7,=0/99,=0/208
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,8,100,209,0,0,0,=0/8,=0/100,=0/209
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,9,101,210,0,0,0,=0/9,=0/101,=0/210
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,10,102,211,0,0,0,=0/10,=0/102,=0/211
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,11,103,212,0,0,0,=0/11,=0/103,=0/212
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.0,0,12,104,213,0,0,0,=0/12,=0/104,=0/213
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,13,105,214,0,0,0,=0/13,=0/105,=0/214
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,14,106,215,0,0,0,=0/14,=0/106,=0/215
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,15,107,216,0,0,0,=0/15,=0/107,=0/216
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,16,108,217,0,0,0,=0/16,=0/108,=0/217
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,17,109,218,0,0,0,=0/17,=0/109,=0/218
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,18,110,219,0,0,0,=0/18,=0/110,=0/219
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,19,111,220,0,0,0,=0/19,=0/111,=0/220
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,20,112,221,0,0,0,=0/20,=0/112,=0/221
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,21,113,222,0,0,0,=0/21,=0/113,=0/222
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,22,114,223,0,0,0,=0/22,=0/114,=0/223
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,23,115,224,0,0,0,=0/23,=0/115,=0/224
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,24,116,225,0,0,0,=0/24,=0/116,=0/225
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,25,117,226,0,0,0,=0/25,=0/117,=0/226
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,26,118,227,0,0,0,=0/26,=0/118,=0/227
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,27,119,228,0,0,0,=0/27,=0/119,=0/228
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,28,120,229,0,0,0,=0/28,=0/120,=0/229
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,29,121,230,0,0,0,=0/29,=0/121,=0/230
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,30,122,231,0,0,0,=0/30,=0/122,=0/231
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,31,123,232,0,0,0,=0/31,=0/123,=0/232
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,32,124,233,0,0,0,=0/32,=0/124,=0/233
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,33,125,234,0,0,0,=0/33,=0/125,=0/234
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,34,126,235,0,0,0,=0/34,=0/126,=0/235
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,82648.95,0,3,41,179,0,0,0,=0/3,=0/41,=0/179
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,52160.17,0,36,43,237,0,0,0,=0/36,=0/43,=0/237
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,52160.29,0,37,44,238,0,0,0,=0/37,=0/44,=0/238
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,52487.98,0,38,45,239,0,0,0,=0/38,=0/45,=0/239
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,82648.91,0,39,46,240,0,0,0,=0/39,=0/46,=0/240
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,51340.0,0,40,47,241,0,0,0,=0/40,=0/47,=0/241
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,51340.7,0,41,48,242,0,0,0,=0/41,=0/48,=0/242
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,82648.62,0,42,49,243,0,0,0,=0/42,=0/49,=0/243
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,51340.0,0,43,50,244,0,0,0,=0/43,=0/50,=0/244
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,52160.16,0,44,51,245,0,0,0,=0/44,=0/51,=0/245
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,52162.68,0,45,52,246,0,0,0,=0/45,=0/52,=0/246
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.0,0,181,96,185,0,0,0,=0/181,=0/96,=0/185
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,91183.95,0,201,67,206,0,0,0,=0/201,=0/67,=0/206
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,203,68,249,0,0,0,=0/203,=0/68,=0/249
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90707.26,0,204,69,250,0,0,0,=0/204,=0/69,=0/250
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,205,70,251,0,0,0,=0/205,=0/70,=0/251
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.06,0,206,71,252,0,0,0,=0/206,=0/71,=0/252
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.02,0,207,72,253,0,0,0,=0/207,=0/72,=0/253
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.06,0,208,73,254,0,0,0,=0/208,=0/73,=0/254
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.04,0,209,74,255,0,0,0,=0/209,=0/74,=0/255
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.47,0,210,75,256,0,0,0,=0/210,=0/75,=0/256
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.07,0,211,76,257,0,0,0,=0/211,=0/76,=0/257
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90700.0,0,212,77,258,0,0,0,=0/212,=0/77,=0/258
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,213,78,259,0,0,0,=0/213,=0/78,=0/259
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.06,0,214,79,260,0,0,0,=0/214,=0/79,=0/260
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90718.0,0,215,80,261,0,0,0,=0/215,=0/80,=0/261
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,35,127,236,0,0,0,=0/35,=0/127,=0/236
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,47,129,263,0,0,0,=0/47,=0/129,=0/263
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,48,130,264,0,0,0,=0/48,=0/130,=0/264
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,49,131,265,0,0,0,=0/49,=0/131,=0/265
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,50,132,266,0,0,0,=0/50,=0/132,=0/266
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,51,133,267,0,0,0,=0/51,=0/133,=0/267
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,52,134,268,0,0,0,=0/52,=0/134,=0/268
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,53,135,269,0,0,0,=0/53,=0/135,=0/269
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,54,136,270,0,0,0,=0/54,=0/136,=0/270
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,55,137,271,0,0,0,=0/55,=0/137,=0/271
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,56,138,272,0,0,0,=0/56,=0/138,=0/272
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,57,139,273,0,0,0,=0/57,=0/139,=0/273
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,58,140,274,0,0,0,=0/58,=0/140,=0/274
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,59,141,275,0,0,0,=0/59,=0/141,=0/275
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,60,142,276,0,0,0,=0/60,=0/142,=0/276
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,61,143,277,0,0,0,=0/61,=0/143,=0/277
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,62,144,278,0,0,0,=0/62,=0/144,=0/278
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,63,145,279,0,0,0,=0/63,=0/145,=0/279
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,64,146,280,0,0,0,=0/64,=0/146,=0/280
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,65,147,281,0,0,0,=0/65,=0/147,=0/281
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,66,148,282,0,0,0,=0/66,=0/148,=0/282
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,67,149,283,0,0,0,=0/67,=0/149,=0/283
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.0,0,68,150,284,0,0,0,=0/68,=0/150,=0/284
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,69,151,285,0,0,0,=0/69,=0/151,=0/285
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,70,152,286,0,0,0,=0/70,=0/152,=0/286
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,71,153,287,0,0,0,=0/71,=0/153,=0/287
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.02,0,4,47,180,0,0,0,=0/4,=0/47,=0/180
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.08,0,73,82,289,0,0,0,=0/73,=0/82,=0/289
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.07,0,74,83,290,0,0,0,=0/74,=0/83,=0/290
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90700.0,0,75,84,291,0,0,0,=0/75,=0/84,=0/291
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.07,0,76,85,292,0,0,0,=0/76,=0/85,=0/292
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.47,0,77,86,293,0,0,0,=0/77,=0/86,=0/293
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.0,0,78,87,294,0,0,0,=0/78,=0/87,=0/294
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.05,0,79,88,295,0,0,0,=0/79,=0/88,=0/295
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52157.88,0,177,42,181,0,0,0,=0/177,=0/42,=0/181
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,72,154,288,0,0,0,=0/72,=0/154,=0/288
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.0,0,81,155,298,0,0,0,=0/81,=0/155,=0/298
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,82,156,299,0,0,0,=0/82,=0/156,=0/299
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,83,157,300,0,0,0,=0/83,=0/157,=0/300
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,84,158,301,0,0,0,=0/84,=0/158,=0/301
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,85,159,302,0,0,0,=0/85,=0/159,=0/302
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,86,160,303,0,0,0,=0/86,=0/160,=0/303
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,87,161,304,0,0,0,=0/87,=0/161,=0/304
gemini-1.5-flash-002,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.0,0,88,162,305,0,0,0,=0/88,=0/162,=0/305
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90708.03,0,80,89,296,0,0,0,=0/80,=0/89,=0/296
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52160.19,0,217,54,297,0,0,0,=0/217,=0/54,=0/297
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,51340.0,0,218,55,308,0,0,0,=0/218,=0/55,=0/308
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52160.16,0,219,56,309,0,0,0,=0/219,=0/56,=0/309
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,82648.46,0,220,57,310,0,0,0,=0/220,=0/57,=0/310
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52160.16,0,221,58,311,0,0,0,=0/221,=0/58,=0/311
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52160.19,0,222,59,312,0,0,0,=0/222,=0/59,=0/312
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,52465.16,0,223,60,313,0,0,0,=0/223,=0/60,=0/313
