Model,Type,Account,Distance,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.734255586866,0,143,36,143,0,0,0,=0/143,=0/36,=0/143,=0/36
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,142,66,142,0,0,0,=0/142,=0/66,=0/142,=0/66
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.262252939417984,0,145,67,145,0,0,0,=0/145,=0/67,=0/145,=0/67
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,34.84250278036869,0,144,37,144,0,0,0,=0/144,=0/37,=0/144,=0/37
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.822070014844883,0,147,38,147,0,0,0,=0/147,=0/38,=0/147,=0/38
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,27.622454633866266,0,148,39,148,0,0,0,=0/148,=0/39,=0/148,=0/39
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.01562118716424,0,149,40,149,0,0,0,=0/149,=0/40,=0/149,=0/40
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.577769702841312,0,150,41,150,0,0,0,=0/150,=0/41,=0/150,=0/41
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.304951684997057,0,151,42,151,0,0,0,=0/151,=0/42,=0/151,=0/42
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,35.0,0,152,43,152,0,0,0,=0/152,=0/43,=0/152,=0/43
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.04542328371661,0,153,44,153,0,0,0,=0/153,=0/44,=0/153,=0/44
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.341923257592455,0,154,45,154,0,0,0,=0/154,=0/45,=0/154,=0/45
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.559467676119,0,155,46,155,0,0,0,=0/155,=0/46,=0/155,=0/46
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.34057902536163,0,146,68,146,0,0,0,=0/146,=0/68,=0/146,=0/68
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,157,69,157,0,0,0,=0/157,=0/69,=0/157,=0/69
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.0,0,158,70,158,0,0,0,=0/158,=0/70,=0/158,=0/70
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,159,71,159,0,0,0,=0/159,=0/71,=0/159,=0/71
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.262252939417984,0,160,72,160,0,0,0,=0/160,=0/72,=0/160,=0/72
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.262252939417984,0,161,73,161,0,0,0,=0/161,=0/73,=0/161,=0/73
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,162,74,162,0,0,0,=0/162,=0/74,=0/162,=0/74
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.854497241083024,0,138,41,138,0,0,0,=0/138,=0/41,=0/138,=0/41
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.38470965295043,0,164,42,164,0,0,0,=0/164,=0/42,=0/164,=0/42
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.18132004607411,0,165,43,165,0,0,0,=0/165,=0/43,=0/165,=0/43
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.54101966249684,0,166,44,166,0,0,0,=0/166,=0/44,=0/166,=0/44
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.75760768909681,0,167,45,167,0,0,0,=0/167,=0/45,=0/167,=0/45
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,29.30870177950569,0,168,46,168,0,0,0,=0/168,=0/46,=0/168,=0/46
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.705400188814647,0,169,47,169,0,0,0,=0/169,=0/47,=0/169,=0/47
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.89636655359978,0,170,48,170,0,0,0,=0/170,=0/48,=0/170,=0/48
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.18695387886216,0,171,49,171,0,0,0,=0/171,=0/49,=0/171,=0/49
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,29.832867780352597,0,172,50,172,0,0,0,=0/172,=0/50,=0/172,=0/50
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.49615361854384,0,173,51,173,0,0,0,=0/173,=0/51,=0/173,=0/51
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,163,75,163,0,0,0,=0/163,=0/75,=0/163,=0/75
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,175,76,175,0,0,0,=0/175,=0/76,=0/175,=0/76
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,29.393876913398138,0,156,47,156,0,0,0,=0/156,=0/47,=0/156,=0/47
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,27.820855486487112,0,177,48,177,0,0,0,=0/177,=0/48,=0/177,=0/48
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.49615361854384,0,178,49,178,0,0,0,=0/178,=0/49,=0/178,=0/49
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.479501308256342,0,179,50,179,0,0,0,=0/179,=0/50,=0/179,=0/50
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.844410203711913,0,174,52,174,0,0,0,=0/174,=0/52,=0/174,=0/52
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,29.5296461204668,0,181,53,181,0,0,0,=0/181,=0/53,=0/181,=0/53
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,34.20526275297414,0,182,54,182,0,0,0,=0/182,=0/54,=0/182,=0/54
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.827070610799147,0,183,55,183,0,0,0,=0/183,=0/55,=0/183,=0/55
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.63858403911275,0,184,56,184,0,0,0,=0/184,=0/56,=0/184,=0/56
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,25.98076211353316,0,185,57,185,0,0,0,=0/185,=0/57,=0/185,=0/57
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,36.71511950137164,0,186,58,186,0,0,0,=0/186,=0/58,=0/186,=0/58
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,35.04283093587046,0,187,59,187,0,0,0,=0/187,=0/59,=0/187,=0/59
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,176,77,176,0,0,0,=0/176,=0/77,=0/176,=0/77
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,189,78,189,0,0,0,=0/189,=0/78,=0/189,=0/78
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,190,79,190,0,0,0,=0/190,=0/79,=0/190,=0/79
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,191,80,191,0,0,0,=0/191,=0/80,=0/191,=0/80
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,192,81,192,0,0,0,=0/192,=0/81,=0/192,=0/81
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,193,82,193,0,0,0,=0/193,=0/82,=0/193,=0/82
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,194,83,194,0,0,0,=0/194,=0/83,=0/194,=0/83
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,29.832867780352597,0,188,60,188,0,0,0,=0/188,=0/60,=0/188,=0/60
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.12876483254676,0,196,61,196,0,0,0,=0/196,=0/61,=0/196,=0/61
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.0,0,180,51,180,0,0,0,=0/180,=0/51,=0/180,=0/51
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.20897306865447,0,198,52,198,0,0,0,=0/198,=0/52,=0/198,=0/52
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.368774282716245,0,199,53,199,0,0,0,=0/199,=0/53,=0/199,=0/53
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.13608305156178,0,200,54,200,0,0,0,=0/200,=0/54,=0/200,=0/54
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.58571124749333,0,201,55,201,0,0,0,=0/201,=0/55,=0/201,=0/55
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,35.93048844644336,0,202,56,202,0,0,0,=0/202,=0/56,=0/202,=0/56
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.1058907144937,0,203,57,203,0,0,0,=0/203,=0/57,=0/203,=0/57
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.21144381083123,0,204,58,204,0,0,0,=0/204,=0/58,=0/204,=0/58
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,27.331300737432898,0,205,59,205,0,0,0,=0/205,=0/59,=0/205,=0/59
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.337254630609507,0,206,60,206,0,0,0,=0/206,=0/60,=0/206,=0/60
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,35.482389998420345,0,207,61,207,0,0,0,=0/207,=0/61,=0/207,=0/61
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,34.26368339802363,0,208,62,208,0,0,0,=0/208,=0/62,=0/208,=0/62
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.21144381083123,0,209,63,209,0,0,0,=0/209,=0/63,=0/209,=0/63
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.03123475609393,0,210,64,210,0,0,0,=0/210,=0/64,=0/210,=0/64
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.09361307176243,0,211,65,211,0,0,0,=0/211,=0/65,=0/211,=0/65
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.0624390837628,0,212,66,212,0,0,0,=0/212,=0/66,=0/212,=0/66
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.591137997862628,0,213,67,213,0,0,0,=0/213,=0/67,=0/213,=0/67
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.73326330524486,0,214,68,214,0,0,0,=0/214,=0/68,=0/214,=0/68
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,25.768197453450252,0,215,69,215,0,0,0,=0/215,=0/69,=0/215,=0/69
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.94112549695428,0,216,70,216,0,0,0,=0/216,=0/70,=0/216,=0/70
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,35.09985754956849,0,217,71,217,0,0,0,=0/217,=0/71,=0/217,=0/71
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.46640106136302,0,218,72,218,0,0,0,=0/218,=0/72,=0/218,=0/72
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.96873472629156,0,219,73,219,0,0,0,=0/219,=0/73,=0/219,=0/73
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.496031496047245,0,220,74,220,0,0,0,=0/220,=0/74,=0/220,=0/74
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.448370387032774,0,221,75,221,0,0,0,=0/221,=0/75,=0/221,=0/75
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.77869150810907,0,222,76,222,0,0,0,=0/222,=0/76,=0/222,=0/76
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.861739379323623,0,223,77,223,0,0,0,=0/223,=0/77,=0/223,=0/77
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.953090617340916,0,224,78,224,0,0,0,=0/224,=0/78,=0/224,=0/78
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.315012782448235,0,225,79,225,0,0,0,=0/225,=0/79,=0/225,=0/79
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.757112998459398,0,197,62,197,0,0,0,=0/197,=0/62,=0/197,=0/62
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,195,84,195,0,0,0,=0/195,=0/84,=0/195,=0/84
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,228,85,228,0,0,0,=0/228,=0/85,=0/228,=0/85
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.262252939417984,0,229,86,229,0,0,0,=0/229,=0/86,=0/229,=0/86
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,230,87,230,0,0,0,=0/230,=0/87,=0/230,=0/87
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,231,88,231,0,0,0,=0/231,=0/88,=0/231,=0/88
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,232,89,232,0,0,0,=0/232,=0/89,=0/232,=0/89
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,233,90,233,0,0,0,=0/233,=0/90,=0/233,=0/90
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,234,91,234,0,0,0,=0/234,=0/91,=0/234,=0/91
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.68595903550972,0,226,80,226,0,0,0,=0/226,=0/80,=0/226,=0/80
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.75760768909681,0,236,81,236,0,0,0,=0/236,=0/81,=0/236,=0/81
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,33.21144381083123,0,237,82,237,0,0,0,=0/237,=0/82,=0/237,=0/82
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.35489375751565,0,238,83,238,0,0,0,=0/238,=0/83,=0/238,=0/83
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.809720581775867,0,239,84,239,0,0,0,=0/239,=0/84,=0/239,=0/84
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,35.22782990761707,0,227,63,227,0,0,0,=0/227,=0/63,=0/227,=0/63
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.12475680841802,0,241,64,241,0,0,0,=0/241,=0/64,=0/241,=0/64
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.35489375751565,0,240,85,240,0,0,0,=0/240,=0/85,=0/240,=0/85
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.160872901765767,0,243,86,243,0,0,0,=0/243,=0/86,=0/243,=0/86
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.29551052391029,0,244,87,244,0,0,0,=0/244,=0/87,=0/244,=0/87
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.18277654557314,0,245,88,245,0,0,0,=0/245,=0/88,=0/245,=0/88
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.72613634390714,0,246,89,246,0,0,0,=0/246,=0/89,=0/246,=0/89
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,26.645825188948457,0,247,90,247,0,0,0,=0/247,=0/90,=0/247,=0/90
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.7566787083184,0,248,91,248,0,0,0,=0/248,=0/91,=0/248,=0/91
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.722813232690143,0,249,92,249,0,0,0,=0/249,=0/92,=0/249,=0/92
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,27.92848008753788,0,250,93,250,0,0,0,=0/250,=0/93,=0/250,=0/93
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.04834939252005,0,251,94,251,0,0,0,=0/251,=0/94,=0/251,=0/94
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,34.38022687534217,0,252,95,252,0,0,0,=0/252,=0/95,=0/252,=0/95
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.336879231984796,0,253,96,253,0,0,0,=0/253,=0/96,=0/253,=0/96
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,35.156791662493895,0,254,97,254,0,0,0,=0/254,=0/97,=0/254,=0/97
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.166206257996713,0,255,98,255,0,0,0,=0/255,=0/98,=0/255,=0/98
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.262252939417984,0,235,92,235,0,0,0,=0/235,=0/92,=0/235,=0/92
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.66496594212215,0,242,65,242,0,0,0,=0/242,=0/65,=0/242,=0/65
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.58834147360065,0,256,99,256,0,0,0,=0/256,=0/99,=0/256,=0/99
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,34.45286635390443,0,259,100,259,0,0,0,=0/259,=0/100,=0/259,=0/100
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.548204847240395,0,258,66,258,0,0,0,=0/258,=0/66,=0/258,=0/66
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.7566787083184,0,260,67,260,0,0,0,=0/260,=0/67,=0/260,=0/67
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,34.61213659975356,0,261,68,261,0,0,0,=0/261,=0/68,=0/261,=0/68
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,35.08560958569767,0,262,69,262,0,0,0,=0/262,=0/69,=0/262,=0/69
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.71750305430741,0,263,70,263,0,0,0,=0/263,=0/70,=0/263,=0/70
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.59411708155671,0,264,71,264,0,0,0,=0/264,=0/71,=0/264,=0/71
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,29.257477676655586,0,265,72,265,0,0,0,=0/265,=0/72,=0/265,=0/72
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.817678162843876,0,266,73,266,0,0,0,=0/266,=0/73,=0/266,=0/73
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.705400188814647,0,267,74,267,0,0,0,=0/267,=0/74,=0/267,=0/74
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,26.115129714401192,0,268,75,268,0,0,0,=0/268,=0/75,=0/268,=0/75
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.72458299147443,0,269,76,269,0,0,0,=0/269,=0/76,=0/269,=0/76
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,29.0516780926679,0,270,77,270,0,0,0,=0/270,=0/77,=0/270,=0/77
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.919249667480614,0,271,78,271,0,0,0,=0/271,=0/78,=0/271,=0/78
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.89376840679705,0,272,79,272,0,0,0,=0/272,=0/79,=0/272,=0/79
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,29.32575659723036,0,273,80,273,0,0,0,=0/273,=0/80,=0/273,=0/80
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.160255680657446,0,274,81,274,0,0,0,=0/274,=0/81,=0/274,=0/81
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,34.88552708502482,0,275,82,275,0,0,0,=0/275,=0/82,=0/275,=0/82
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.262252939417984,0,257,93,257,0,0,0,=0/257,=0/93,=0/257,=0/93
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,38.262252939417984,0,277,94,277,0,0,0,=0/277,=0/94,=0/277,=0/94
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,278,95,278,0,0,0,=0/278,=0/95,=0/278,=0/95
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,30.610455730027933,0,276,83,276,0,0,0,=0/276,=0/83,=0/276,=0/83
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,31.144823004794873,0,280,84,280,0,0,0,=0/280,=0/84,=0/280,=0/84
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,32.83291031876401,0,281,85,281,0,0,0,=0/281,=0/85,=0/281,=0/85
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,39.293765408777,0,279,96,279,0,0,0,=0/279,=0/96,=0/279,=0/96
