Model,Type,Account,X,Y,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.028758,1.81971,1,141,41,141,92,41,92,=92/141,=41/41,=92/141,=41/41
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,145,42,145,93,42,93,=93/145,=42/42,=93/145,=42/42
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.0288,1.8197,1,146,43,146,94,43,94,=94/146,=43/43,=94/146,=43/43
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,147,44,147,95,44,95,=95/147,=44/44,=95/147,=44/44
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,140,51,140,91,51,91,=91/140,=51/51,=91/140,=51/51
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,149,52,149,97,52,97,=97/149,=52/52,=97/149,=52/52
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,144,52,144,92,0,92,=92/144,=0/52,=92/144,=0/52
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,151,53,151,98,0,98,=98/151,=0/53,=98/151,=0/53
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,152,54,152,98,0,98,=98/152,=0/54,=98/152,=0/54
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,150,53,150,98,53,98,=98/150,=53/53,=98/150,=53/53
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,154,54,154,99,54,99,=99/154,=54/54,=99/154,=54/54
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,155,55,155,100,55,100,=100/155,=55/55,=100/155,=55/55
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.029,1.82,1,148,45,148,96,45,96,=96/148,=45/45,=96/148,=45/45
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,157,46,157,102,46,102,=102/157,=46/46,=102/157,=46/46
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,158,47,158,103,47,103,=103/158,=47/47,=103/158,=47/47
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,159,48,159,104,48,104,=104/159,=48/48,=104/159,=48/48
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,160,49,160,105,49,105,=105/160,=49/49,=105/160,=49/49
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.029,1.82,1,161,50,161,106,50,106,=106/161,=50/50,=106/161,=50/50
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,153,55,153,98,0,98,=98/153,=0/55,=98/153,=0/55
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,156,56,156,101,56,101,=101/156,=56/56,=101/156,=56/56
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,164,57,164,108,57,108,=108/164,=57/57,=108/164,=57/57
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,163,56,163,107,0,107,=107/163,=0/56,=107/163,=0/56
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,166,57,166,109,0,109,=109/166,=0/57,=109/166,=0/57
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,167,58,167,109,0,109,=109/167,=0/58,=109/167,=0/58
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,165,58,165,109,58,109,=109/165,=58/58,=109/165,=58/58
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,169,59,169,110,59,110,=110/169,=59/59,=110/169,=59/59
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,170,60,170,111,60,111,=111/170,=60/60,=111/170,=60/60
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,171,61,171,112,61,112,=112/171,=61/61,=112/171,=61/61
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,172,62,172,113,62,113,=113/172,=62/62,=113/172,=62/62
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.82027,1,162,51,162,107,51,107,=107/162,=51/51,=107/162,=51/51
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,168,59,168,109,0,109,=109/168,=0/59,=109/168,=0/59
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,173,63,173,114,63,114,=114/173,=63/63,=114/173,=63/63
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,174,52,174,115,52,115,=115/174,=52/52,=115/174,=52/52
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.0288,1.8198,1,177,53,177,117,53,117,=117/177,=53/53,=117/177,=53/53
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,178,54,178,118,54,118,=118/178,=54/54,=118/178,=54/54
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,179,55,179,119,55,119,=119/179,=55/55,=119/179,=55/55
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,180,56,180,120,56,120,=120/180,=56/56,=120/180,=56/56
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,181,57,181,121,57,121,=121/181,=57/57,=121/181,=57/57
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,176,64,176,116,64,116,=116/176,=64/64,=116/176,=64/64
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,183,65,183,123,65,123,=123/183,=65/65,=123/183,=65/65
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,184,66,184,124,66,124,=124/184,=66/66,=124/184,=66/66
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,182,58,182,122,58,122,=122/182,=58/58,=122/182,=58/58
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,186,59,186,126,59,126,=126/186,=59/59,=126/186,=59/59
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,187,60,187,127,60,127,=127/187,=60/60,=127/187,=60/60
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,185,67,185,125,67,125,=125/185,=67/67,=125/185,=67/67
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,189,68,189,129,68,129,=129/189,=68/68,=129/189,=68/68
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,190,69,190,130,69,130,=130/190,=69/69,=130/190,=69/69
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,175,60,175,115,0,115,=115/175,=0/60,=115/175,=0/60
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,192,61,192,131,0,131,=131/192,=0/61,=131/192,=0/61
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,193,62,193,131,0,131,=131/193,=0/62,=131/193,=0/62
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,191,70,191,131,70,131,=131/191,=70/70,=131/191,=70/70
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,195,71,195,132,71,132,=132/195,=71/71,=132/195,=71/71
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,196,72,196,133,72,133,=133/196,=72/72,=133/196,=72/72
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,197,73,197,134,73,134,=134/197,=73/73,=134/197,=73/73
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,198,74,198,135,74,135,=135/198,=74/74,=135/198,=74/74
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,194,63,194,131,0,131,=131/194,=0/63,=131/194,=0/63
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,200,64,200,136,0,136,=136/200,=0/64,=136/200,=0/64
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,201,65,201,136,0,136,=136/201,=0/65,=136/201,=0/65
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.0288,1.8197,1,188,61,188,128,61,128,=128/188,=61/61,=128/188,=61/61
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,199,75,199,136,75,136,=136/199,=75/75,=136/199,=75/75
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,204,76,204,138,76,138,=138/204,=76/76,=138/204,=76/76
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,205,77,205,139,77,139,=139/205,=77/77,=139/205,=77/77
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,206,78,206,140,78,140,=140/206,=78/78,=140/206,=78/78
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,207,79,207,141,79,141,=141/207,=79/79,=141/207,=79/79
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,208,80,208,142,80,142,=142/208,=80/80,=142/208,=80/80
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,202,66,202,136,0,136,=136/202,=0/66,=136/202,=0/66
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,203,62,203,137,62,137,=137/203,=62/62,=137/203,=62/62
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,209,81,209,143,81,143,=143/209,=81/81,=143/209,=81/81
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,210,67,210,143,0,143,=143/210,=0/67,=143/210,=0/67
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,213,68,213,145,0,145,=145/213,=0/68,=145/213,=0/68
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,214,69,214,145,0,145,=145/214,=0/69,=145/214,=0/69
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,211,63,211,144,63,144,=144/211,=63/63,=144/211,=63/63
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,216,64,216,146,64,146,=146/216,=64/64,=146/216,=64/64
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,217,65,217,147,65,147,=147/217,=65/65,=147/217,=65/65
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,218,66,218,148,66,148,=148/218,=66/66,=148/218,=66/66
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,215,70,215,145,0,145,=145/215,=0/70,=145/215,=0/70
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,220,71,220,149,0,149,=149/220,=0/71,=149/220,=0/71
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,221,72,221,149,0,149,=149/221,=0/72,=149/221,=0/72
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,222,73,222,149,0,149,=149/222,=0/73,=149/222,=0/73
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,223,74,223,149,0,149,=149/223,=0/74,=149/223,=0/74
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,212,82,212,145,82,145,=145/212,=82/82,=145/212,=82/82
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,225,83,225,150,83,150,=150/225,=83/83,=150/225,=83/83
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,219,67,219,149,67,149,=149/219,=67/67,=149/219,=67/67
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,227,68,227,152,68,152,=152/227,=68/68,=152/227,=68/68
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,224,75,224,149,0,149,=149/224,=0/75,=149/224,=0/75
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,226,84,226,151,84,151,=151/226,=84/84,=151/226,=84/84
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,230,85,230,154,85,154,=154/230,=85/85,=154/230,=85/85
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,228,69,228,153,69,153,=153/228,=69/69,=153/228,=69/69
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,229,76,229,153,0,153,=153/229,=0/76,=153/229,=0/76
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,233,77,233,156,0,156,=156/233,=0/77,=156/233,=0/77
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,231,86,231,155,86,155,=155/231,=86/86,=155/231,=86/86
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,235,87,235,157,87,157,=157/235,=87/87,=157/235,=87/87
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,236,88,236,158,88,158,=158/236,=88/88,=158/236,=88/88
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,237,89,237,159,89,159,=159/237,=89/89,=159/237,=89/89
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,234,78,234,156,0,156,=156/234,=0/78,=156/234,=0/78
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,232,70,232,156,70,156,=156/232,=70/70,=156/232,=70/70
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,238,90,238,160,90,160,=160/238,=90/90,=160/238,=90/90
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,241,91,241,162,91,162,=162/241,=91/91,=162/241,=91/91
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,242,92,242,163,92,163,=163/242,=92/92,=163/242,=92/92
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,240,71,240,161,71,161,=161/240,=71/71,=161/240,=71/71
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,244,72,244,165,72,165,=165/244,=72/72,=165/244,=72/72
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,245,73,245,166,73,166,=166/245,=73/73,=166/245,=73/73
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.029,1.82,1,246,74,246,167,74,167,=167/246,=74/74,=167/246,=74/74
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,239,79,239,160,0,160,=160/239,=0/79,=160/239,=0/79
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,243,93,243,164,93,164,=164/243,=93/93,=164/243,=93/93
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,247,75,247,168,75,168,=168/247,=75/75,=168/247,=75/75
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.029,1.82,1,250,76,250,170,76,170,=170/250,=76/76,=170/250,=76/76
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,249,94,249,169,94,169,=169/249,=94/94,=169/249,=94/94
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,248,80,248,168,0,168,=168/248,=0/80,=168/248,=0/80
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,253,81,253,172,0,172,=172/253,=0/81,=172/253,=0/81
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,252,95,252,172,95,172,=172/252,=95/95,=172/252,=95/95
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,255,96,255,173,96,173,=173/255,=96/96,=173/255,=96/96
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,254,82,254,172,0,172,=172/254,=0/82,=172/254,=0/82
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,257,83,257,174,0,174,=174/257,=0/83,=174/257,=0/83
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,251,77,251,171,77,171,=171/251,=77/77,=171/251,=77/77
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,259,78,259,175,78,175,=175/259,=78/78,=175/259,=78/78
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,260,79,260,176,79,176,=176/260,=79/79,=176/260,=79/79
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,258,84,258,174,0,174,=174/258,=0/84,=174/258,=0/84
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,256,97,256,174,97,174,=174/256,=97/97,=174/256,=97/97
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,263,98,263,177,98,177,=177/263,=98/98,=177/263,=98/98
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,264,99,264,178,99,178,=178/264,=99/99,=178/264,=99/99
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1.896,1.8197,0,261,80,261,176,79,176,=176/261,=79/80,=176/261,=79/80
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.029,1.82,1,266,81,266,180,80,180,=180/266,=80/81,=180/266,=80/81
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,267,82,267,181,81,181,=181/267,=81/82,=181/267,=81/82
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,262,85,262,176,0,176,=176/262,=0/85,=176/262,=0/85
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,269,86,269,182,0,182,=182/269,=0/86,=182/269,=0/86
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,265,100,265,179,100,179,=179/265,=100/100,=179/265,=100/100
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,271,101,271,183,101,183,=183/271,=101/101,=183/271,=101/101
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,272,102,272,184,102,184,=184/272,=102/102,=184/272,=102/102
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,268,83,268,182,82,182,=182/268,=82/83,=182/268,=82/83
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,274,84,274,186,83,186,=186/274,=83/84,=186/274,=83/84
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,275,85,275,187,84,187,=187/275,=84/85,=187/275,=84/85
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,273,103,273,185,103,185,=185/273,=103/103,=185/273,=103/103
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,277,104,277,189,104,189,=189/277,=104/104,=189/277,=104/104
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,278,105,278,190,105,190,=190/278,=105/105,=190/278,=105/105
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,279,106,279,191,106,191,=191/279,=106/106,=191/279,=106/106
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,2.02876,1.8197,1,280,107,280,192,107,192,=192/280,=107/107,=192/280,=107/107
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,270,87,270,182,0,182,=182/270,=0/87,=182/270,=0/87
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,282,88,282,193,0,193,=193/282,=0/88,=193/282,=0/88
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,283,89,283,193,0,193,=193/283,=0/89,=193/283,=0/89
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,284,90,284,193,0,193,=193/284,=0/90,=193/284,=0/90
